id,PA_AP,Purp7_text,AccessMode,Eg_Mode_Model,unlinked_weight_adj,onoff,station
12009.0,PA,HBW,drive,Walk,13.903,off,08-SALT LAKE CENTRAL STATION
12016.0,PA,HBW,drive,Walk,13.903,off,08-SALT LAKE CENTRAL STATION
12034.0,PA,HBW,drive,Walk,13.903,off,08-SALT LAKE CENTRAL STATION
12083.0,PA,HBC,drive,Walk,6.077,off,08-SALT LAKE CENTRAL STATION
12102.0,PA,HBW,drive,Walk,7.313,off,08-SALT LAKE CENTRAL STATION
12141.0,PA,HBC,drive,Drive,6.409,on,08-SALT LAKE CENTRAL STATION
12175.0,PA,HBC,drive,Walk,4.72,off,08-SALT LAKE CENTRAL STATION
12204.0,PA,HBW,drive,Walk,7.313,off,08-SALT LAKE CENTRAL STATION
12326.0,PA,HBW,walk,Walk,17.63,off,08-SALT LAKE CENTRAL STATION
12534.0,PA,HBW,walk,Drive,17.63,off,08-SALT LAKE CENTRAL STATION
12550.0,PA,HBW,drive,Walk,7.578,on,08-SALT LAKE CENTRAL STATION
12552.0,PA,HBW,drive,Walk,12.672,off,08-SALT LAKE CENTRAL STATION
12665.0,PA,HBOth,drive,Walk,13.903,off,08-SALT LAKE CENTRAL STATION
12675.0,PA,HBOth,drive,Walk,13.903,off,08-SALT LAKE CENTRAL STATION
12768.0,PA,HBW,drive,Walk,6.077,off,08-SALT LAKE CENTRAL STATION
12820.0,PA,HBC,drive,Walk,7.313,off,08-SALT LAKE CENTRAL STATION
12859.0,PA,HBC,drive,Walk,6.077,on,08-SALT LAKE CENTRAL STATION
12883.0,PA,NHBNW,walk,Walk,7.313,on,08-SALT LAKE CENTRAL STATION
12891.0,PA,HBW,walk,Walk,4.72,off,08-SALT LAKE CENTRAL STATION
12926.0,PA,HBW,drive,Drive,7.313,off,08-SALT LAKE CENTRAL STATION
12933.0,PA,HBC,drive,Walk,7.313,off,08-SALT LAKE CENTRAL STATION
12935.0,PA,NHBW,drive,Drive,7.313,on,08-SALT LAKE CENTRAL STATION
12948.0,PA,HBW,walk,Walk,11.459,off,08-SALT LAKE CENTRAL STATION
12982.0,PA,HBW,drive,Walk,7.313,off,08-SALT LAKE CENTRAL STATION
13119.0,PA,HBW,walk,Walk,18.823,on,08-SALT LAKE CENTRAL STATION
13133.0,PA,NHBW,drive,Walk,14.971,off,08-SALT LAKE CENTRAL STATION
13165.0,PA,HBW,drive,Walk,11.951,off,08-SALT LAKE CENTRAL STATION
13239.0,PA,HBOth,drive,Drive,2.24,off,08-SALT LAKE CENTRAL STATION
13302.0,PA,HBC,drive,Drive,18.228,off,08-SALT LAKE CENTRAL STATION
13643.0,PA,HBC,drive,Walk,8.419,off,08-SALT LAKE CENTRAL STATION
13644.0,PA,HBC,drive,Walk,4.72,off,08-SALT LAKE CENTRAL STATION
13645.0,PA,NHBNW,walk,Drive,4.72,on,08-SALT LAKE CENTRAL STATION
13649.0,PA,HBOth,walk,Walk,4.72,off,08-SALT LAKE CENTRAL STATION
13811.0,PA,HBW,drive,Walk,19.954,off,08-SALT LAKE CENTRAL STATION
14232.0,PA,HBW,drive,Walk,13.903,off,08-SALT LAKE CENTRAL STATION
14521.0,PA,HBOth,drive,Drive,6.077,off,08-SALT LAKE CENTRAL STATION
14758.0,PA,HBC,drive,Walk,7.578,on,08-SALT LAKE CENTRAL STATION
14761.0,PA,HBW,drive,Walk,7.578,on,08-SALT LAKE CENTRAL STATION
14935.0,PA,HBW,drive,Walk,15.02,off,08-SALT LAKE CENTRAL STATION
14940.0,PA,HBW,drive,Walk,15.02,off,08-SALT LAKE CENTRAL STATION
14950.0,PA,HBW,drive,Walk,13.903,off,08-SALT LAKE CENTRAL STATION
14975.0,PA,HBW,drive,Walk,8.419,off,08-SALT LAKE CENTRAL STATION
15050.0,PA,HBC,drive,Walk,10.15,off,08-SALT LAKE CENTRAL STATION
15067.0,PA,HBW,drive,Drive,6.077,off,08-SALT LAKE CENTRAL STATION
15071.0,PA,HBC,drive,Walk,6.077,off,08-SALT LAKE CENTRAL STATION
15111.0,PA,HBW,drive,Walk,6.409,off,08-SALT LAKE CENTRAL STATION
15116.0,PA,HBShp,drive,Walk,6.409,off,08-SALT LAKE CENTRAL STATION
15141.0,PA,HBW,drive,Walk,4.72,off,08-SALT LAKE CENTRAL STATION
15170.0,PA,HBC,drive,Walk,4.72,off,08-SALT LAKE CENTRAL STATION
15185.0,PA,NHBW,walk,Walk,8.419,off,08-SALT LAKE CENTRAL STATION
15197.0,PA,HBC,drive,Walk,11.459,off,08-SALT LAKE CENTRAL STATION
15210.0,PA,HBW,walk,Walk,8.419,off,08-SALT LAKE CENTRAL STATION
15211.0,PA,HBW,walk,Drive,11.459,off,08-SALT LAKE CENTRAL STATION
15342.0,PA,HBW,drive,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
15383.0,PA,HBOth,drive,Drive,42.341,off,08-SALT LAKE CENTRAL STATION
15397.0,PA,HBW,drive,Walk,18.228,off,08-SALT LAKE CENTRAL STATION
15410.0,PA,HBW,drive,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
15428.0,PA,HBShp,walk,Drive,7.671,off,08-SALT LAKE CENTRAL STATION
15453.0,PA,HBShp,walk,Drive,42.341,off,08-SALT LAKE CENTRAL STATION
15457.0,PA,NHBNW,drive,Walk,7.671,off,08-SALT LAKE CENTRAL STATION
15650.0,PA,HBOth,drive,Walk,6.409,off,08-SALT LAKE CENTRAL STATION
15660.0,PA,HBOth,drive,Walk,6.409,off,08-SALT LAKE CENTRAL STATION
15682.0,PA,NHBW,walk,Walk,4.72,on,08-SALT LAKE CENTRAL STATION
15748.0,PA,HBW,drive,Walk,6.077,off,08-SALT LAKE CENTRAL STATION
15759.0,PA,HBC,drive,Walk,8.419,off,08-SALT LAKE CENTRAL STATION
15775.0,PA,HBC,drive,Walk,8.419,off,08-SALT LAKE CENTRAL STATION
15800.0,PA,HBW,drive,Walk,4.72,off,08-SALT LAKE CENTRAL STATION
15810.0,PA,HBW,drive,Walk,4.72,off,08-SALT LAKE CENTRAL STATION
15812.0,PA,HBW,drive,Walk,7.313,off,08-SALT LAKE CENTRAL STATION
15839.0,PA,NHBNW,drive,Walk,6.077,off,08-SALT LAKE CENTRAL STATION
15897.0,PA,HBW,drive,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
16015.0,PA,HBW,drive,Walk,11.238,off,08-SALT LAKE CENTRAL STATION
16246.0,PA,HBW,walk,Walk,10.15,off,08-SALT LAKE CENTRAL STATION
16249.0,PA,HBW,walk,Walk,10.15,off,08-SALT LAKE CENTRAL STATION
16256.0,PA,HBC,drive,Walk,7.313,off,08-SALT LAKE CENTRAL STATION
16276.0,PA,HBW,drive,Walk,7.313,off,08-SALT LAKE CENTRAL STATION
16281.0,PA,HBW,drive,Walk,7.313,off,08-SALT LAKE CENTRAL STATION
16284.0,PA,HBW,drive,Walk,7.313,off,08-SALT LAKE CENTRAL STATION
16289.0,PA,NHBNW,drive,Drive,7.313,on,08-SALT LAKE CENTRAL STATION
16291.0,PA,HBC,drive,Walk,11.459,off,08-SALT LAKE CENTRAL STATION
16301.0,PA,HBW,drive,Walk,7.313,off,08-SALT LAKE CENTRAL STATION
16316.0,PA,HBW,walk,Walk,7.313,off,08-SALT LAKE CENTRAL STATION
16340.0,PA,HBW,drive,Walk,7.313,off,08-SALT LAKE CENTRAL STATION
16431.0,PA,HBW,walk,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
16501.0,PA,HBW,drive,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
16582.0,PA,HBW,walk,Walk,20.555,on,08-SALT LAKE CENTRAL STATION
16908.0,PA,NHBW,walk,Walk,11.459,off,08-SALT LAKE CENTRAL STATION
16997.0,PA,HBC,drive,Walk,6.409,on,08-SALT LAKE CENTRAL STATION
17057.0,PA,NHBNW,walk,Walk,13.016,off,08-SALT LAKE CENTRAL STATION
17073.0,PA,HBW,walk,Drive,10.24,on,08-SALT LAKE CENTRAL STATION
17185.0,PA,HBW,drive,Walk,7.578,on,08-SALT LAKE CENTRAL STATION
17292.0,PA,HBC,drive,Walk,6.409,on,08-SALT LAKE CENTRAL STATION
17327.0,PA,NHBW,walk,Drive,4.72,on,08-SALT LAKE CENTRAL STATION
17340.0,PA,HBC,drive,Walk,7.313,off,08-SALT LAKE CENTRAL STATION
17351.0,PA,HBOth,walk,Walk,8.419,off,08-SALT LAKE CENTRAL STATION
17385.0,PA,HBW,walk,Walk,10.15,on,08-SALT LAKE CENTRAL STATION
17407.0,PA,HBW,drive,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
17416.0,PA,HBW,walk,Drive,18.823,on,08-SALT LAKE CENTRAL STATION
17450.0,PA,HBW,walk,Walk,18.823,on,08-SALT LAKE CENTRAL STATION
17484.0,PA,HBW,walk,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
17486.0,PA,HBW,drive,Walk,18.823,on,08-SALT LAKE CENTRAL STATION
17521.0,PA,HBW,drive,Walk,11.951,off,08-SALT LAKE CENTRAL STATION
17523.0,PA,HBW,drive,Walk,11.238,off,08-SALT LAKE CENTRAL STATION
17567.0,PA,HBW,drive,Walk,2.24,off,08-SALT LAKE CENTRAL STATION
17637.0,PA,HBOth,drive,Walk,7.578,on,08-SALT LAKE CENTRAL STATION
17819.0,PA,HBShp,drive,Walk,6.409,off,08-SALT LAKE CENTRAL STATION
17951.0,PA,HBW,drive,Walk,17.63,off,08-SALT LAKE CENTRAL STATION
17981.0,PA,HBShp,walk,Walk,11.238,off,08-SALT LAKE CENTRAL STATION
17986.0,PA,HBW,drive,Walk,11.238,off,08-SALT LAKE CENTRAL STATION
18012.0,PA,HBW,drive,Walk,2.24,off,08-SALT LAKE CENTRAL STATION
18022.0,PA,NHBNW,walk,Walk,7.923,off,08-SALT LAKE CENTRAL STATION
18256.0,PA,HBW,drive,Walk,8.419,off,08-SALT LAKE CENTRAL STATION
18258.0,PA,HBC,drive,Walk,4.72,off,08-SALT LAKE CENTRAL STATION
18262.0,PA,HBOth,drive,Drive,4.72,on,08-SALT LAKE CENTRAL STATION
18268.0,PA,HBC,drive,Walk,4.72,off,08-SALT LAKE CENTRAL STATION
18415.0,PA,HBOth,drive,Drive,2.24,on,08-SALT LAKE CENTRAL STATION
18418.0,PA,HBOth,drive,Drive,2.24,on,08-SALT LAKE CENTRAL STATION
18589.0,PA,HBOth,drive,Drive,7.313,off,08-SALT LAKE CENTRAL STATION
18602.0,PA,HBW,drive,Walk,7.313,off,08-SALT LAKE CENTRAL STATION
18635.0,PA,NHBW,walk,Walk,7.313,on,08-SALT LAKE CENTRAL STATION
18655.0,PA,HBC,walk,Walk,7.313,on,08-SALT LAKE CENTRAL STATION
18680.0,PA,NHBW,walk,Walk,7.313,off,08-SALT LAKE CENTRAL STATION
18861.0,PA,HBOth,drive,Drive,7.671,on,08-SALT LAKE CENTRAL STATION
18886.0,PA,HBC,drive,Walk,7.578,on,08-SALT LAKE CENTRAL STATION
18891.0,PA,HBW,drive,Drive,7.578,on,08-SALT LAKE CENTRAL STATION
18893.0,PA,HBW,drive,Drive,7.578,off,08-SALT LAKE CENTRAL STATION
18899.0,PA,HBW,drive,Drive,13.903,off,08-SALT LAKE CENTRAL STATION
18901.0,PA,HBC,drive,Walk,13.903,off,08-SALT LAKE CENTRAL STATION
18908.0,PA,HBW,drive,Drive,12.672,off,08-SALT LAKE CENTRAL STATION
18916.0,PA,HBW,drive,Walk,13.903,off,08-SALT LAKE CENTRAL STATION
18918.0,PA,HBW,drive,Walk,12.672,off,08-SALT LAKE CENTRAL STATION
18919.0,PA,HBW,drive,Walk,16.37,off,08-SALT LAKE CENTRAL STATION
18920.0,PA,HBW,walk,Walk,16.37,off,08-SALT LAKE CENTRAL STATION
18929.0,PA,HBW,walk,Walk,20.677,on,08-SALT LAKE CENTRAL STATION
18938.0,PA,HBW,drive,Walk,20.677,on,08-SALT LAKE CENTRAL STATION
18952.0,PA,HBC,drive,Walk,7.578,on,08-SALT LAKE CENTRAL STATION
18954.0,PA,HBOth,drive,Walk,7.578,off,08-SALT LAKE CENTRAL STATION
19061.0,PA,NHBW,drive,Walk,7.313,on,08-SALT LAKE CENTRAL STATION
19070.0,PA,HBOth,drive,Drive,7.313,on,08-SALT LAKE CENTRAL STATION
19325.0,PA,HBOth,drive,Drive,7.671,on,08-SALT LAKE CENTRAL STATION
19328.0,PA,HBOth,walk,Drive,7.671,on,08-SALT LAKE CENTRAL STATION
19386.0,PA,HBC,drive,Walk,7.578,on,08-SALT LAKE CENTRAL STATION
19502.0,PA,HBW,drive,Drive,4.72,off,08-SALT LAKE CENTRAL STATION
19516.0,PA,NHBNW,drive,Walk,7.313,on,08-SALT LAKE CENTRAL STATION
19517.0,PA,HBC,walk,Walk,11.459,off,08-SALT LAKE CENTRAL STATION
19518.0,PA,HBW,drive,Walk,11.459,off,08-SALT LAKE CENTRAL STATION
19519.0,PA,HBW,drive,Drive,4.72,off,08-SALT LAKE CENTRAL STATION
19521.0,PA,HBW,walk,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
19522.0,PA,HBC,drive,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
19524.0,PA,HBW,walk,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
19527.0,PA,HBW,drive,Walk,11.951,off,08-SALT LAKE CENTRAL STATION
19531.0,PA,HBOth,drive,Drive,10.15,off,08-SALT LAKE CENTRAL STATION
19536.0,PA,HBC,drive,Walk,19.954,off,08-SALT LAKE CENTRAL STATION
19539.0,PA,HBW,drive,Walk,19.954,off,08-SALT LAKE CENTRAL STATION
19544.0,PA,HBW,drive,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
19552.0,PA,HBW,drive,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
19557.0,PA,HBC,walk,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
19559.0,PA,HBW,drive,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
19567.0,PA,HBW,drive,Walk,17.63,off,08-SALT LAKE CENTRAL STATION
19571.0,PA,HBW,walk,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
19574.0,PA,HBW,drive,Walk,19.954,off,08-SALT LAKE CENTRAL STATION
19577.0,PA,HBOth,drive,Walk,17.63,off,08-SALT LAKE CENTRAL STATION
19582.0,PA,HBW,drive,Walk,17.63,off,08-SALT LAKE CENTRAL STATION
19587.0,PA,HBOth,drive,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
19589.0,PA,HBW,walk,Walk,18.845,off,08-SALT LAKE CENTRAL STATION
19595.0,PA,HBC,drive,Walk,19.954,off,08-SALT LAKE CENTRAL STATION
19603.0,PA,HBW,drive,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
19607.0,PA,HBW,drive,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
19608.0,PA,HBW,drive,Walk,18.228,off,08-SALT LAKE CENTRAL STATION
19614.0,PA,NHBNW,walk,Walk,25.295,on,08-SALT LAKE CENTRAL STATION
19615.0,PA,HBW,drive,Walk,18.228,off,08-SALT LAKE CENTRAL STATION
19618.0,PA,HBW,drive,Drive,25.295,off,08-SALT LAKE CENTRAL STATION
19625.0,PA,HBOth,drive,Drive,18.228,off,08-SALT LAKE CENTRAL STATION
19631.0,PA,HBC,drive,Walk,18.228,off,08-SALT LAKE CENTRAL STATION
19636.0,PA,HBC,walk,Walk,18.228,off,08-SALT LAKE CENTRAL STATION
19637.0,PA,HBC,drive,Walk,18.228,off,08-SALT LAKE CENTRAL STATION
19653.0,PA,HBW,walk,Walk,18.228,off,08-SALT LAKE CENTRAL STATION
19671.0,PA,HBW,drive,Drive,20.677,on,08-SALT LAKE CENTRAL STATION
19675.0,PA,HBW,drive,Drive,5.238,on,08-SALT LAKE CENTRAL STATION
19677.0,PA,HBSch,drive,Drive,5.238,on,08-SALT LAKE CENTRAL STATION
19684.0,PA,HBW,drive,Walk,5.238,on,08-SALT LAKE CENTRAL STATION
19694.0,PA,HBW,drive,Walk,16.568,off,08-SALT LAKE CENTRAL STATION
19699.0,PA,HBW,walk,Walk,12.672,off,08-SALT LAKE CENTRAL STATION
19701.0,PA,HBW,drive,Drive,12.672,off,08-SALT LAKE CENTRAL STATION
19708.0,PA,HBW,drive,Walk,16.568,off,08-SALT LAKE CENTRAL STATION
19713.0,PA,HBW,walk,Walk,20.677,on,08-SALT LAKE CENTRAL STATION
19714.0,PA,HBC,walk,Walk,7.578,on,08-SALT LAKE CENTRAL STATION
19715.0,PA,HBW,drive,Drive,7.578,on,08-SALT LAKE CENTRAL STATION
19721.0,PA,HBW,drive,Drive,10.471,on,08-SALT LAKE CENTRAL STATION
19739.0,PA,HBW,drive,Walk,13.903,off,08-SALT LAKE CENTRAL STATION
19744.0,PA,HBW,drive,Walk,13.903,off,08-SALT LAKE CENTRAL STATION
19749.0,PA,HBShp,walk,Walk,10.471,on,08-SALT LAKE CENTRAL STATION
19759.0,PA,HBOth,walk,Walk,18.489,on,08-SALT LAKE CENTRAL STATION
19767.0,PA,HBC,drive,Walk,10.15,off,08-SALT LAKE CENTRAL STATION
20034.0,PA,HBC,walk,Walk,7.671,on,08-SALT LAKE CENTRAL STATION
20113.0,PA,HBC,drive,Walk,12.672,off,08-SALT LAKE CENTRAL STATION
20147.0,PA,HBC,drive,Walk,12.672,off,08-SALT LAKE CENTRAL STATION
20444.0,PA,HBW,drive,Walk,16.37,off,08-SALT LAKE CENTRAL STATION
20449.0,PA,HBC,drive,Walk,13.903,off,08-SALT LAKE CENTRAL STATION
21044.0,PA,HBW,drive,Walk,16.37,off,08-SALT LAKE CENTRAL STATION
21055.0,PA,HBW,walk,Walk,16.568,off,08-SALT LAKE CENTRAL STATION
21063.0,PA,HBW,drive,Walk,16.37,off,08-SALT LAKE CENTRAL STATION
21066.0,PA,HBOth,drive,Walk,16.568,off,08-SALT LAKE CENTRAL STATION
21067.0,PA,HBW,drive,Walk,16.37,off,08-SALT LAKE CENTRAL STATION
21164.0,PA,HBOth,drive,Walk,10.24,off,08-SALT LAKE CENTRAL STATION
21176.0,PA,HBOth,drive,Drive,10.24,off,08-SALT LAKE CENTRAL STATION
21229.0,PA,HBOth,walk,Walk,11.238,off,08-SALT LAKE CENTRAL STATION
21239.0,PA,NHBW,walk,Walk,7.923,off,08-SALT LAKE CENTRAL STATION
21254.0,PA,HBW,drive,Walk,16.37,off,08-SALT LAKE CENTRAL STATION
21286.0,PA,HBW,drive,Walk,13.903,off,08-SALT LAKE CENTRAL STATION
21288.0,PA,HBW,drive,Walk,16.37,off,08-SALT LAKE CENTRAL STATION
21292.0,PA,HBW,walk,Walk,16.37,off,08-SALT LAKE CENTRAL STATION
21321.0,PA,NHBW,walk,Walk,6.409,on,08-SALT LAKE CENTRAL STATION
21464.0,PA,HBShp,walk,Walk,2.24,off,08-SALT LAKE CENTRAL STATION
21484.0,PA,HBW,drive,Walk,13.903,off,08-SALT LAKE CENTRAL STATION
21491.0,PA,HBW,drive,Walk,13.903,off,08-SALT LAKE CENTRAL STATION
21515.0,PA,HBW,drive,Walk,16.37,off,08-SALT LAKE CENTRAL STATION
21518.0,PA,HBW,drive,Walk,16.37,off,08-SALT LAKE CENTRAL STATION
21596.0,PA,HBC,drive,Walk,7.313,off,08-SALT LAKE CENTRAL STATION
21623.0,PA,HBOth,walk,Walk,18.823,on,08-SALT LAKE CENTRAL STATION
21654.0,PA,HBW,drive,Walk,16.37,off,08-SALT LAKE CENTRAL STATION
21656.0,PA,HBW,drive,Walk,16.37,off,08-SALT LAKE CENTRAL STATION
21709.0,PA,HBSch,drive,Drive,7.313,off,08-SALT LAKE CENTRAL STATION
21723.0,PA,HBW,drive,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
21805.0,PA,HBW,drive,Drive,16.568,off,08-SALT LAKE CENTRAL STATION
21895.0,PA,HBW,drive,Drive,11.951,off,08-SALT LAKE CENTRAL STATION
22146.0,PA,HBOth,drive,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
22607.0,PA,HBW,drive,Walk,8.419,off,08-SALT LAKE CENTRAL STATION
22609.0,PA,HBW,drive,Walk,8.419,off,08-SALT LAKE CENTRAL STATION
22616.0,PA,HBW,walk,Walk,11.951,off,08-SALT LAKE CENTRAL STATION
22629.0,PA,HBW,drive,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
22636.0,PA,HBW,drive,Walk,19.954,off,08-SALT LAKE CENTRAL STATION
22650.0,PA,HBW,drive,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
22651.0,PA,HBC,drive,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
22655.0,PA,HBOth,drive,Drive,11.164,off,08-SALT LAKE CENTRAL STATION
22665.0,PA,HBShp,drive,Drive,8.419,off,08-SALT LAKE CENTRAL STATION
22673.0,PA,NHBNW,walk,Drive,11.164,on,08-SALT LAKE CENTRAL STATION
22685.0,PA,HBW,walk,Drive,11.164,off,08-SALT LAKE CENTRAL STATION
22689.0,PA,HBW,drive,Walk,11.164,off,08-SALT LAKE CENTRAL STATION
22722.0,PA,HBW,drive,Walk,11.951,off,08-SALT LAKE CENTRAL STATION
22737.0,PA,HBW,drive,Walk,17.63,off,08-SALT LAKE CENTRAL STATION
22738.0,PA,HBW,drive,Walk,11.951,off,08-SALT LAKE CENTRAL STATION
22745.0,PA,HBW,walk,Walk,11.951,off,08-SALT LAKE CENTRAL STATION
430.0,PA,HBOth,walk,Walk,4.72,off,09-NORTH TEMPLE STATION
434.0,PA,HBW,drive,Walk,4.72,off,09-NORTH TEMPLE STATION
436.0,PA,HBW,drive,Walk,4.72,off,09-NORTH TEMPLE STATION
745.0,PA,HBW,drive,Walk,16.568,off,09-NORTH TEMPLE STATION
746.0,PA,HBW,drive,Walk,12.672,off,09-NORTH TEMPLE STATION
1428.0,PA,HBOth,walk,Drive,6.077,on,09-NORTH TEMPLE STATION
1436.0,PA,HBShp,walk,Drive,6.077,off,09-NORTH TEMPLE STATION
1447.0,PA,HBShp,drive,Drive,6.077,off,09-NORTH TEMPLE STATION
1845.0,PA,HBW,drive,Walk,4.72,off,09-NORTH TEMPLE STATION
1850.0,PA,HBC,drive,Walk,4.72,off,09-NORTH TEMPLE STATION
1853.0,PA,HBW,drive,Walk,8.419,off,09-NORTH TEMPLE STATION
1861.0,PA,HBC,drive,Walk,4.72,off,09-NORTH TEMPLE STATION
1867.0,PA,NHBNW,walk,Drive,4.72,on,09-NORTH TEMPLE STATION
1868.0,PA,NHBNW,walk,Walk,4.72,on,09-NORTH TEMPLE STATION
1869.0,PA,HBOth,drive,Drive,4.72,on,09-NORTH TEMPLE STATION
1874.0,PA,HBW,drive,Walk,4.72,off,09-NORTH TEMPLE STATION
1879.0,PA,HBOth,walk,Walk,11.238,on,09-NORTH TEMPLE STATION
1886.0,PA,HBW,drive,Drive,4.72,off,09-NORTH TEMPLE STATION
2044.0,PA,HBW,walk,Walk,2.24,on,09-NORTH TEMPLE STATION
2054.0,PA,NHBW,walk,Walk,7.923,off,09-NORTH TEMPLE STATION
2069.0,PA,HBShp,drive,Walk,2.24,on,09-NORTH TEMPLE STATION
2078.0,PA,HBW,walk,Walk,2.24,on,09-NORTH TEMPLE STATION
2121.0,PA,HBOth,walk,Drive,12.672,on,09-NORTH TEMPLE STATION
2125.0,PA,HBW,drive,Walk,2.24,off,09-NORTH TEMPLE STATION
2128.0,PA,HBOth,drive,Walk,2.24,off,09-NORTH TEMPLE STATION
2141.0,PA,HBShp,drive,Walk,2.24,on,09-NORTH TEMPLE STATION
3297.0,PA,HBW,drive,Walk,16.37,off,09-NORTH TEMPLE STATION
3298.0,PA,HBW,drive,Walk,13.903,off,09-NORTH TEMPLE STATION
4416.0,PA,HBOth,drive,Walk,6.077,off,09-NORTH TEMPLE STATION
4825.0,PA,HBW,drive,Walk,12.672,off,09-NORTH TEMPLE STATION
4841.0,PA,HBW,walk,Drive,7.578,on,09-NORTH TEMPLE STATION
4859.0,PA,HBW,walk,Walk,20.677,on,09-NORTH TEMPLE STATION
4893.0,PA,HBC,walk,Walk,13.903,off,09-NORTH TEMPLE STATION
4906.0,PA,HBOth,drive,Walk,16.37,off,09-NORTH TEMPLE STATION
5826.0,PA,HBW,walk,Walk,10.24,on,09-NORTH TEMPLE STATION
6679.0,PA,HBOth,drive,Walk,12.672,off,09-NORTH TEMPLE STATION
6693.0,PA,HBOth,drive,Walk,12.672,off,09-NORTH TEMPLE STATION
6702.0,PA,HBOth,drive,Walk,12.672,off,09-NORTH TEMPLE STATION
6714.0,PA,HBOth,drive,Walk,12.672,off,09-NORTH TEMPLE STATION
6748.0,PA,NHBNW,walk,Walk,7.313,on,09-NORTH TEMPLE STATION
6816.0,PA,HBC,drive,Walk,6.409,off,09-NORTH TEMPLE STATION
6820.0,PA,HBC,drive,Walk,6.409,off,09-NORTH TEMPLE STATION
6828.0,PA,NHBNW,drive,Walk,6.409,off,09-NORTH TEMPLE STATION
6857.0,PA,NHBNW,drive,Walk,6.409,off,09-NORTH TEMPLE STATION
6919.0,PA,HBC,drive,Walk,4.72,off,09-NORTH TEMPLE STATION
6927.0,PA,HBC,drive,Walk,4.72,off,09-NORTH TEMPLE STATION
7161.0,PA,HBW,walk,Walk,2.24,off,09-NORTH TEMPLE STATION
7229.0,PA,HBW,drive,Walk,12.672,off,09-NORTH TEMPLE STATION
7237.0,PA,HBW,drive,Walk,12.672,off,09-NORTH TEMPLE STATION
7268.0,PA,HBW,drive,Walk,16.37,off,09-NORTH TEMPLE STATION
7287.0,PA,NHBNW,drive,Walk,13.903,off,09-NORTH TEMPLE STATION
9025.0,PA,HBW,drive,Walk,13.903,off,09-NORTH TEMPLE STATION
9033.0,PA,HBW,drive,Walk,13.903,off,09-NORTH TEMPLE STATION
9036.0,PA,HBC,drive,Walk,13.903,off,09-NORTH TEMPLE STATION
9040.0,PA,HBW,drive,Walk,16.37,off,09-NORTH TEMPLE STATION
9053.0,PA,HBW,drive,Walk,16.37,off,09-NORTH TEMPLE STATION
9058.0,PA,HBW,drive,Walk,13.903,off,09-NORTH TEMPLE STATION
9063.0,PA,HBW,drive,Walk,16.37,off,09-NORTH TEMPLE STATION
9078.0,PA,HBW,drive,Walk,38.617,off,09-NORTH TEMPLE STATION
9091.0,PA,HBW,drive,Drive,10.471,off,09-NORTH TEMPLE STATION
9099.0,PA,HBW,walk,Drive,5.238,off,09-NORTH TEMPLE STATION
9137.0,PA,HBW,drive,Walk,12.672,off,09-NORTH TEMPLE STATION
9143.0,PA,HBW,drive,Walk,16.568,off,09-NORTH TEMPLE STATION
9152.0,PA,HBW,drive,Walk,12.672,off,09-NORTH TEMPLE STATION
9156.0,PA,HBW,walk,Walk,12.672,off,09-NORTH TEMPLE STATION
9167.0,PA,HBW,drive,Walk,12.672,off,09-NORTH TEMPLE STATION
9172.0,PA,HBW,drive,Walk,12.672,off,09-NORTH TEMPLE STATION
9179.0,PA,HBW,drive,Walk,12.672,off,09-NORTH TEMPLE STATION
9185.0,PA,HBW,walk,Walk,12.672,off,09-NORTH TEMPLE STATION
9283.0,PA,HBC,drive,Drive,7.313,off,09-NORTH TEMPLE STATION
9356.0,PA,NHBNW,drive,Walk,6.409,off,09-NORTH TEMPLE STATION
9361.0,PA,HBOth,drive,Walk,6.409,off,09-NORTH TEMPLE STATION
9384.0,PA,HBOth,drive,Walk,6.409,off,09-NORTH TEMPLE STATION
9394.0,PA,NHBW,walk,Walk,4.72,on,09-NORTH TEMPLE STATION
9406.0,PA,NHBW,walk,Walk,4.72,on,09-NORTH TEMPLE STATION
9411.0,PA,NHBW,walk,Walk,4.72,on,09-NORTH TEMPLE STATION
